State_Name,Crop,Season,State_Zone,Crop_Group,Window_Type,Start_Month,Start_Day,Start_Year_Offset,End_Month,End_Day,End_Year_Offset,Window_Days,Example_Crop_Year,Example_Start_Date,Example_End_Date,Observed_Rows_1997_2014,Observed_Districts_1997_2014,Rule_Level,Rule_Version,Rule_Status,Rule_Basis,Special_Note,Dataset_Reference,Season_Reference
Kerala,Rice,Autumn,south_coastal,rice,crop_cycle_estimate,3,1,0,8,27,0,180,2010,2010-03-01,2010-08-27,442,13,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 180-day cycle starting from the south_coastal Autumn anchor.,Autumn rice: early rice crop; the window starts well before meteorological autumn.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Rice,Summer,south_coastal,rice,crop_cycle_estimate,12,1,0,5,29,1,180,2010,2010-12-01,2011-05-29,470,14,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 180-day cycle starting from the south_coastal Summer anchor.,Summer/Boro rice: winter-starting cycle ending in late spring or early summer.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Zaid_crop
Kerala,Rice,Winter,south_coastal,rice,crop_cycle_estimate,5,15,0,12,10,0,210,2010,2010-05-15,2010-12-10,476,14,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 210-day cycle starting from the south_coastal Winter anchor.,Winter rice: long monsoon-to-winter crop; not a December-February-only window.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Rubber,Whole Year,south_coastal,rubber,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,28,14,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Sesamum,Kharif,south_coastal,sesame,crop_cycle_estimate,5,15,0,8,22,0,100,2010,2010-05-15,2010-08-22,252,14,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the south_coastal Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Kerala,Sesamum,Whole Year,south_coastal,sesame,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,42,8,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Sesamum,Winter,south_coastal,sesame,crop_cycle_estimate,10,1,0,1,8,1,100,2010,2010-10-01,2011-01-08,14,7,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the south_coastal Winter anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Small millets,Kharif,south_coastal,minor_cereal,crop_cycle_estimate,5,15,0,8,27,0,105,2010,2010-05-15,2010-08-27,17,9,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 105-day cycle starting from the south_coastal Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Kerala,Small millets,Whole Year,south_coastal,minor_cereal,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,6,1,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Snak Guard,Whole Year,south_coastal,vegetable,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,28,14,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Soyabean,Whole Year,south_coastal,soybean,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,6,1,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Sugarcane,Whole Year,south_coastal,sugarcane,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,339,14,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Sweet potato,Whole Year,south_coastal,sweet_potato,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,394,14,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Tapioca,Whole Year,south_coastal,tapioca,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,504,14,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Tea,Whole Year,south_coastal,tea,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,16,10,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Tobacco,Whole Year,south_coastal,tobacco,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,32,1,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Turmeric,Whole Year,south_coastal,turmeric,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,476,14,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,Wheat,Whole Year,south_coastal,wheat,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,2,1,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Kerala,other oilseeds,Whole Year,south_coastal,other_oilseed,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,14,14,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Arhar/Tur,Kharif,central_west,pigeon_pea,crop_cycle_estimate,5,17,0,12,2,0,200,2010,2010-05-17,2010-12-02,1589,66,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 200-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Arhar/Tur,Whole Year,central_west,pigeon_pea,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,100,50,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Bajra,Kharif,central_west,pearl_millet,crop_cycle_estimate,6,1,0,9,8,0,100,2010,2010-06-01,2010-09-08,1027,49,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Bajra,Whole Year,central_west,pearl_millet,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,62,31,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Banana,Whole Year,central_west,fruit_perennial,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,340,33,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Barley,Kharif,central_west,barley,crop_cycle_estimate,6,1,0,10,8,0,130,2010,2010-06-01,2010-10-08,263,43,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Barley,Rabi,central_west,barley,crop_cycle_estimate,10,30,0,3,8,1,130,2010,2010-10-30,2011-03-08,911,50,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the central_west Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Madhya Pradesh,Barley,Whole Year,central_west,barley,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,76,38,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Beans & Mutter(Vegetable),Whole Year,central_west,vegetable,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,45,25,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Bhindi,Whole Year,central_west,vegetable,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,91,47,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Brinjal,Whole Year,central_west,vegetable,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,91,47,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Cabbage,Whole Year,central_west,vegetable,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,73,39,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Cashewnut,Whole Year,central_west,cashew,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,1,1,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Castor seed,Kharif,central_west,castor,crop_cycle_estimate,5,17,0,11,12,0,180,2010,2010-05-17,2010-11-12,460,43,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 180-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Castor seed,Whole Year,central_west,castor,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,26,13,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Cauliflower,Whole Year,central_west,vegetable,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,90,47,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Citrus Fruit,Whole Year,central_west,fruit_perennial,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,77,42,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Coriander,Whole Year,central_west,coriander,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,1282,51,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Cotton(lint),Kharif,central_west,cotton,crop_cycle_estimate,5,17,0,12,12,0,210,2010,2010-05-17,2010-12-12,614,35,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 210-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Cotton(lint),Whole Year,central_west,cotton,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,36,18,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Cowpea(Lobia),Kharif,central_west,cowpea,crop_cycle_estimate,6,1,0,9,8,0,100,2010,2010-06-01,2010-09-08,102,28,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Cowpea(Lobia),Rabi,central_west,cowpea,crop_cycle_estimate,10,15,0,1,22,1,100,2010,2010-10-15,2011-01-22,82,23,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the central_west Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Madhya Pradesh,Dry chillies,Whole Year,central_west,chilli,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,1046,51,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Dry ginger,Kharif,central_west,ginger,crop_cycle_estimate,6,1,0,1,26,1,240,2010,2010-06-01,2011-01-26,271,46,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 240-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Dry ginger,Whole Year,central_west,ginger,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,214,46,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Garlic,Whole Year,central_west,garlic,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,1357,64,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Ginger,Kharif,central_west,ginger,crop_cycle_estimate,6,1,0,1,26,1,240,2010,2010-06-01,2011-01-26,282,57,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 240-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Ginger,Whole Year,central_west,ginger,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,214,46,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Gram,Rabi,central_west,chickpea,crop_cycle_estimate,10,30,0,3,8,1,130,2010,2010-10-30,2011-03-08,1511,66,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the central_west Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Madhya Pradesh,Gram,Whole Year,central_west,chickpea,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,100,50,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Grapes,Whole Year,central_west,fruit_perennial,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,12,7,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Groundnut,Kharif,central_west,groundnut,crop_cycle_estimate,6,1,0,9,28,0,120,2010,2010-06-01,2010-09-28,1481,64,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Groundnut,Whole Year,central_west,groundnut,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,96,48,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Horse-gram,Kharif,central_west,horse_gram,crop_cycle_estimate,6,1,0,9,18,0,110,2010,2010-06-01,2010-09-18,288,23,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 110-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Horse-gram,Rabi,central_west,horse_gram,crop_cycle_estimate,10,15,0,2,1,1,110,2010,2010-10-15,2011-02-01,44,10,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 110-day cycle starting from the central_west Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Madhya Pradesh,Jowar,Kharif,central_west,sorghum,crop_cycle_estimate,6,1,0,9,28,0,120,2010,2010-06-01,2010-09-28,1664,64,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Jowar,Rabi,central_west,sorghum,crop_cycle_estimate,10,15,0,2,11,1,120,2010,2010-10-15,2011-02-11,394,28,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the central_west Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Madhya Pradesh,Jute,Kharif,central_west,jute_mesta,crop_cycle_estimate,5,2,0,9,28,0,150,2010,2010-05-02,2010-09-28,80,40,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the central_west Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Madhya Pradesh,Khesari,Rabi,central_west,khesari,crop_cycle_estimate,10,15,0,2,11,1,120,2010,2010-10-15,2011-02-11,400,37,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the central_west Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Madhya Pradesh,Khesari,Whole Year,central_west,khesari,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,60,30,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Madhya Pradesh,Linseed,Rabi,central_west,linseed,crop_cycle_estimate,10,30,0,3,8,1,130,2010,2010-10-30,2011-03-08,1464,66,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the central_west Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Madhya Pradesh,Linseed,Whole Year,central_west,linseed,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,92,46,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
